Nummer, Naam,Pagina,Regelnummers,Handeling,Betreft de tekst,Toevoegen / wijzigen in,Toelichting,Samenvatting, Ingediend
11,Bas Holtzer,11,229-230,Wijzigen,"We brengen belangrijke sectoren van de economie, zoals banken, pensioenfondsen, het openbaar vervoer en de zorg, in publieke handen.","We brengen belangrijke sectoren van de economie, zoals banken, pensioenfondsen, energie, het openbaar vervoer en de zorg, in publieke handen. De financiële en energiesector hebben hierbij de hoogste urgentie.","De energiesector is op dit moment dé strategische sector om de klimaatcrisis aan te pakken. Dit is het grootste probleem waartegen we nu aanlopen en heeft dus een hoge urgentie. Fossiele energie moet zo snel mogelijk worden vervangen door electrificatie op basis van schone energiebronnen. Vanwege de enorme economische en financiële belangen kan niet worden verwacht dat de sector deze transitie vrijwillig gaat maken.Door energie weer in publieke handen en onder democratische controle te brengen, kunnen we de winst-prikkel eruit halen en keuzes maken op basis van duurzame lange termijn-doelen. Energie en financiële wereld zijn nauw met elkaar verstrengeld, dus zullen beiden moeten worden aangepakt. Het nationaliseren van de financiële en energiesector is de enige manier om de nodige klimaatambities te realiseren.",Nationaliseren van de energiesector in de strijd tegen de klimaatcrisis
12,Alba Arendsen,15,339,Toevoegen,(KLIMAATRECHTVAARDIGHEID NU),"Toevoegen:6. De overheid zorgt ervoor dat huurders, die zelf niet of nauwelijks invloed hebben op hoe groen hun woning is, niet buiten de boot vallen. Bijvoorbeeld door huurders te compenseren voor hogere energiekosten, verhuurders die woningen in hun bezit niet snel genoeg vergroenen te beboeten. Verhuurders die herhaaldelijk hun huurders in de kou laten staan worden onteigend en de woningen ondergebracht in een woningbouwvereniging zonder winstoogmerk.",Huurders vallen nu steeds buiten de boot doordat zij hoge kosten hebben doordat hun woningen slecht geïsoleerd zijn en zij vrijwel niets kunnen doen om hun woning te vergroenen.,Huurders niet vergeten
13,Alba Arendsen,15,359-364,Wijzigen,"De bio-industrie moet afgebouwd worden en uiteindelijk verdwijnen. Dit moet deels gebeuren door het uitkopen, sluiten en onteigenen van grote intensieve veehouders (megastallen). Daarnaast moet de overheid sterk investeren in diervriendelijkere landbouw en nieuwe initiatieven daartoe ondersteunen. Regeneratieve landbouw (zoals voedselbossen), en in het bijzonder agrarische bedrijven die hiernaar overstappen, worden (financieel) ondersteund.","De dierlijke bio-industrie moet afgebouwd worden en uiteindelijk verdwijnen. Dit moet deels gebeuren door het uitkopen, sluiten en onteigenen van veehouders, te beginnen met grote intensieve veehouders (megastallen). Daarnaast moet de overheid sterk investeren in volledig plantaardige landbouw en nieuwe intitiatieven daartoe ondersteunen. Regeneratieve landbouw (zoals voedselbossen), en in het bijzonder agrarische bedrijven die hiernaar overstappen, worden (financieel) ondersteund. Dit zal onder andere gebeuren door subsidies die nu naar de dierlijke bio-industrie gaan om te leiden naar regeneratieve plantaardige landbouw.","Diervriendelijke landbouw bestaat niet… Daarom streven naar plantaardige landbouw. Het geld is er (in de vorm van vele subsidies aan de dierlijke bio-industrie), de politieke wil om dat geld beter te besteden mist nog…","Niet diervriendelijk, maar plantaardig."
14,Alba Arendsen,15,372,Toevoegen,NATUUR EN VERVOER,"Toevoegen:6. Visserij wordt sterk beperkt. Alle wateren die vallen onder het Koninkrijk der Nederlanden worden visreservaten waarin alleen kleinschalige traditionele visserij is toegestaan. Ook het kweken vis, schaal- en schelpdieren in open water wordt verboden.",De enige manier om het zeeleven te redden is om radicaal af te rekenen met de industriële visserij.,"Red de zee, stop de industriële visserij."
15,Andrew Ammerlaan,8,31 en 32,Wijzigen,Leegstaande panden worden daarnaast ook gebruikt voor de ontwikkeling en emancipatie van jongeren van kleur envoor de opvang van ongedocumenteerde mensen.,Leegstaande panden zullen onder andere worden gebruikt voor de ontwikkeling en emancipatie van jongeren van kleur en voor de opvang van ongedocumenteerde mensen.,"“daarnaast ook” leest alsof het onderwerp van de voorgaande zinnen “leegstaande panden” is, dit is niet het geval want we hebben het hier over racisme op de woningmarkt. Na deze wijziging leest dit punt makkelijker en komt het onderwerp van dit punt beter naar voren.",Textuele verbetering punt over racisme op de woningmarkt
16,Andrew Ammerlaan,9,78 tot 80,Wijzigen,"Het bezit van nazi-attributen mag voortaan alleen met een vergunning, behalve in musea. Hitleraanbidding wordt bij wet verboden.","Het bezit van nazi-attributen mag voortaan alleen met een vergunning. Aanbidding of verheerlijking van prominente fascisten, zoals Hitler, wordt bij wet verboden.","Het aanbidden van andere fascisten zoals Mussolini of Franco is ook verwerpelijk en dient dus ook verboden te worden. Hitler blijft erin staan als voorbeeld zodat het duidelijk is wat er met dit punt bedoeld wordt.De uitzondering “behalve voor musea” wordt er hier uitgehaald. Aan deze musea kan simpelweg een vergunning worden verleend. Door zonder condities musea een uitzonderingspositie te bieden is er geen controle over dat de nazi-attributen in een museum wel verantwoord worden gebruikt. In andere woorden, in de oorspronkelijke tekst is er geen reden waarom fascisten niet een nazi-attributen museum kunnen openen waar deze voorwerpen tentoon gesteld worden zonder context of met verkeerde context.",Betere verwoording van het punt over facisten en nazi-attributen
17,Andrew Ammerlaan,16,243 tot 248,Wijzigen,"De private effectenbeurs wordt stapsgewijs afgeschaald en vervangen door eencollectief couponsysteem waarin elke Nederlandse burger een gelijk aantal niet-verkoopbare coupons ontvangt op hun 18e verjaardag. Deze coupons kunnen wordengeïnvesteerd in publieke beleggingsfondsen en worden na overlijden niet ge-erft doornabestaanden, maar wederom eigendom van de overheid. Deze kan ze vervolgens weeruitschrijven aan een volgende generatie.",De private effectenbeurs wordt stapsgewijs afgeschaft.,Onduidelijk wat hiermee bedoeld wordt en wat de toegevoegde waarde van dit coupon systeem is.,Schrap coupon systeem
18,Andrew Ammerlaan,17,256 en 257,Wijzigen,Het werknemersfonds wordt uitsluitend beheerd door de werknemers van de firma die haar heeft opgericht.,Het werknemersfonds wordt uitsluitend beheerd door de werknemers van dit bedrijf,"Deze zin is te lezen alsof enkel de werknemers die het bedrijf hebben opgericht het fonds mogen beheren, in plaats van dat enkel werknemers werkzaam bij het bedrijf waarbij het fonds hoort dit fonds mogen beheren.De nieuwe tekst is duidelijker en minder complex.",Textuele verbetering punt over werknemersfonds
19,Andrew Ammerlaan,20,371 en 372,Schrappen,De Waddenzee moet als eerste als zelfstandige rechtspersoonlijkheidaangemerkt worden.,,Ik denk dat we natuurgebieden prima kunnen herstellen en beschermen zonder gekke juridische trucjes.,Schrap juridische truc
20,Andrew Ammerlaan,20,377 en 378,Wijzigen,Ecocide wordt strafbaar en er komt een reclameverbod voor de fossiele industrieen vliegmaatschappijen.,"Ecocide wordt strafbaar.2. Het doel van reclame is om ervoor te zorgen dat mensen (meer) dingen kopen die ze eigenlijk niet nodig hebben. Dit is een onnodige belasting op het klimaat, en daarom wordt deze consumptie-inducerende reclame verboden. Enkel puur informerende advertenties blijven toegestaan.<en hernummer de hierop volgende punten>","Reclame is uitgevonden om meer te verkopen door het induceren van een kunstmatige vraag. Wat door deze reclame (extra) wordt geconsumeerd is een onnodige belasting op het klimaat. Daarnaast is reclame enorm irritant. Alle reclame dient dus verboden te worden. (online) advertenties met een informerend (ipv financieel) doel moeten natuurlijk wel kunnen. Dus wel “het is weer asperge seizoen” maar niet “nu 1+1 gratis” (insert kruidvat-deuntje), “spaar actiezegels en ontvang …”, of “koop nu deze super coole BMW, zo veel beter dan de auto die je al hebt” (insert beelden van auto die door scandinavisch landschap rijdt).",Breid reclame verbod uit
21,Andrew Ammerlaan,24,453 en 454,Wijzigen,"We maken huren betaalbaarder voor mensen, door huurtoeslag onafhankelijk vanwoonvorm te maken en door huurprijzen onmiddellijk te bevriezen.","We maken huren betaalbaarder voor mensen, door de regels voor huurprijzen te koppelen aan het minimumloon waardoor het huurtoeslag-systeem overbodig wordt.","Toeslagen systemen zijn inherent problematisch omdat:– Er zijn altijd mensen die net buiten de boot vallen (doordat hun woning niet in aanmerking komt, of doordat ze door een loonsverhoging net iets te veel zijn gaan verdienen).– Fouten, of bewuste beleidskeuzes, in de fraudepreventie van deze toeslagen systemen leiden tot veel ellende.– Wanneer je recht hebt op hoeveel toeslag, en hoe je deze aanvraagt, is voor veel mensen onduidelijk, waardoor deze gezinnen geld mislopen.Elders in het programma wordt het minimumloon verhoogd en gekoppeld aan het mediaan inkomen. Door de huurprijzen dan weer te koppelen aan het minimumloon vervalt de noodzaak voor een huurtoeslag systeem.",Maak huurtoeslag overbodig
22,Andrew Ammerlaan,27,535 en 536,Wijzigen,Het Nationaal Zorgfonds gaat alle zorg en tandheelkunde dekken.,"Het Nationaal Zorgfonds gaat alle zorg, inclusief tandheelkunde, dekken.",Tandheelkunde is een onderdeel van de gezondheidszorg (ondanks dat verzekeraars doen alsof dit niet zo is),Tandheelkunde is onderdeel van de gezondheidszorg
23,Andrew Ammerlaan,29,617 tot 619,Wijzigen,"Niet alleen de witte cis man moet centraal staan bij medisch onderzoek. Er wordt meer geïnvesteerd in onderzoek naar ziektebeelden, geneesmiddelen en behandelmethodenbij niet-witte mensen, vrouwen en niet-witte vrouwen.","Niet alleen de witte cis man moet centraal staan bij medisch onderzoek. Er wordt meergeïnvesteerd in onderzoek naar ziektebeelden, geneesmiddelen en behandelmethodenbij mensen die niet wit, cis, en/of man zijn.",Het benoemen van “vrouwen” en “niet-witte vrouwen” als aparte groep leest raar. Daarnaast dienen non-binaire mensen ook meegenomen te worden in deze zin. De nieuwe verwoording is meer inclusief en tevens duidelijker.,Verduidelijk punt over inclusief medisch onderzoek
24,Andrew Ammerlaan,31,675 tot 677,Wijzigen,"De excuses voor de slavernij en het kolonialisme, de invulling van hetherstelproces en de uitkomsten worden juridisch bindend en vastgelegd in eenconsensusrijkswet Herstelmaatregelen.",De invulling van het herstelproces en de uitkomsten worden juridisch bindend en vastgelegd in een consensusrijkswet Herstelmaatregelen.,"Excuses (hoewel uiterst belangrijk) kunnen niet juridisch of wettelijk vastgelegd worden. Excuses zijn enkel waardevol als deze vrijwillig en gemeend gegeven worden, het juridisch en/of wettelijk vastleggen van excuses ontneemt deze oprechtheid doordat deze dan geforceerd is. De oprechtheid en gemeendheid van excuses moeten blijken uit handelingen. Handelingen en doelstellingen kunnen wel juridisch en wettelijk worden vastgelegd, dat gedeelte van de zin blijft dus staan.",Excuses vallen niet jurdisch of wetterlijk vast te leggen
25,Andrew Ammerlaan,37,865 en 866,Wijzigen,"Arbeidsmigranten krijgen een eigen vakbond die kan opkomen voor het waarborgen van hun rechten, en hun bescherming tegen uitbuiting en erbarmelijke leefomstandigheden.","Arbeidsmigranten mogen volwaardig lid worden van een bestaande vakbond, of mogen een eigen vakbond oprichten die kan opkomen voor het waarborgen van hun rechten, en hun bescherming tegen uitbuiting en erbarmelijke leefomstandigheden.","Het separeren van arbeidsmigranten in een eigen aparte vakbond ondermijnt juist de (internationale) solidariteit die zo essentieel is voor het functioneren van een vakbond. Mensen die werken in een bepaalde sector moeten gewoon lid kunnen worden van een vakbond in die sector, ongeacht of zij wel of niet Nederlands staatsburger zijn. Uiteraard blijft de mogelijkheid voor het oprichten van een eigen vakbond open voor wanneer de arbeidsmigranten in kwestie daar zelf behoefte aan hebben. Daarnaast is het woord “krijgen” verkeerd in de oorspronkelijke tekst, een vakbond wordt opgericht voor en door werknemers, niet “gegeven” door de staat.",Geen verplichte aparte vakbond voor arbeidsmigranten
26,Andrew Ammerlaan,41,959 en 960,Wijzigen,Non-binaire personen mogen hun voornaam kosteloos wijzigen in de gemeentelijke basisadministratie.,"Gender- en naamswijzigingen in de gemeentelijke basisadministratie, en de daarbij horende nieuwe identificatie documenten, worden gratis.","Naamswijzigingen dienen gratis te zijn voor iedereen, niet alleen voor non-binaire mensen. Er zijn ook andere valide redenen waarom een persoon zijn/haar/hun naam zou willen veranderen, bijvoorbeeld een bijzonder slechte relatie met een van de ouders waardoor deze persoon een andere achternaam zou willen.",Naamswijzigingen gratis voor iedereen
27,Andrew Ammerlaan,52,1223 en 1224,Wijzigen,Het Europees Parlement moet een belangrijkere rol krijgen bij het vormen van beleid.,Het Europees Parlement moet de centrale rol krijgen bij het vormen van beleid.,"Dit punt is niet sterk genoeg geformuleerd. Het Europees Parlement is het enige daadwerkelijk democratisch gekozen orgaan, en verdient dus *de centrale* rol, niet enkel een meer belangrijke rol dan dat deze nu heeft,","Centrale rol voor het EP, ipv enkel belangrijkere"
28,Andrew Ammerlaan,53,1255 en 1256,Wijzigen,Wie weigert mee te vechten in overzeese oorlogen wordt niet bestraft.,Wie weigert mee te vechten in oorlogen wordt niet bestraft.,Het weigeren van deelname in een oorlog dient niet af te hangen van of deze oorlog aan de andere kant van een zee plaatsvindt of niet.,"Bij elke oorlog dient weigering acceptabel te zijn, niet enkel overzeese"
29,Andrew Ammerlaan,53,1259 en 1261,Wijzigen,Er komt per direct een stop op het ontwikkelen van AI-systemen voor militairedoeleinden: de ontwikkeling en het gebruik van AI zijn nog altijd doordrongen vandiscriminerende algoritmes en data.,Er komt per direct een stop op het ontwikkelen van AI-systemen voor militaire doeleinden. Computers mogen nooit beslissingen maken over leven en dood. De ontwikkeling en het gebruik van AI zijn nog altijd doordrongen van discriminerende algoritmes en data.,"Zelfs al was er een AI die niet ontwikkeld was met behulp van discriminerende algoritmes, dan nog is het onethisch om een computer (ongeacht hoe ‘intelligent’ deze is) te laten beslissen over leven en dood. Dit soort beslissingen dienen altijd door mensen gemaakt te worden.",Computers mogen nooit beslissingen maken over leven en dood.
30,Andrew Ammerlaan,58,1372,Toevoegen,,"De uitzonderingspositie van de zogeheten “bijzonder universiteiten” verdwijnt, op termijn worden de “bijzondere universiteiten” gelijk getrokken met, en omgevormd tot, normale openbare universiteiten.","Het concept van “bijzonder universiteit” is in de praktijk enkel een middel om de regels over bindende inspraak van studenten en medewerkers te omzeilen, hier dient een einde aan te komen.",Maak een einde aan de uitzonderingspositie van “bijzonder universiteiten”
31,Andrew Ammerlaan,59,1401 en 1402,Wijzigen,"Scholen moeten verantwoordelijkheid nemen om een veilige leeromgeving te creëren voor Zwarte, niet-witte en queer leerlingen.",Scholen moeten verantwoordelijkheid nemen om een veilige leeromgeving te creërenvoor niet-witte en LHBTQI+ leerlingen.,"In de rest van het programma wordt consequent LHBTQI+ als verzamelterm gebruikt, laten we dat dus hier ook doen.",Consequenter en inclusiefer taalgebruik in punt over veiligheid op scholen
32,Andrew Ammerlaan,59,1410 tot 1412,Wijzigen,"De vrijwillige ouderbijdrage in het basisonderwijs en voortgezet onderwijs wordt afgeschaft, en bijles moet gratis zijn voor mensen die het anders niet kunnen betalen.","De vrijwillige ouderbijdrage in het basisonderwijs en voortgezet onderwijs wordt afgeschaft, en bijles moet gratis zijn.","Regelingen conditioneel maken aan of mensen het wel of niet kunnen betalen lokt gedoe uit waarbij mensen moeten gaan bewijzen dat ze het niet kunnen betalen. Daarnaast is het niet goed gedefinieerd wanneer iemand iets niet kan betalen, hoeveel besparingen aan kosten elders zijn precies acceptabel voordat iemand in de categorie valt met mensen die het niet kunnen betalen?",bijles altijd gratis
33,Andrew Ammerlaan,60,1443 tot 1444,Wijzigen,"“Outputfinanciering” wordt afgeschaft. Het geldbedrag dat onderwijsinstellingen ontvangen, hangt niet langer af van het percentage afgestudeerden.","“Outputfinanciering” wordt afgeschaft. Het geldbedrag dat onderwijsinstellingen ontvangen, hangt niet langer af van het percentage afgestudeerden. Tijdelijke financiering van onderzoeksinstellingen door middel van beurzen en prijzen creëert perverse prikkels om maar zo veel mogelijk projecten te verzinnen, onafhankelijk van of deze projecten maatschappelijk of wetenschappelijk nut hebben. De financiering voor onderzoeksinstellingen wordt daarom structureler zodat deze instellingen niet constant van beurs naar beurs hoeven te springen.","Onderzoeksinstellingen worden vaak maar voor tijdelijke duur gefinancierd, hierdoor zijn deze instellingen continu op zoek naar nieuw geld. Dit kost niet alleen veel tijd maar leidt ook tot onzekerheid bij de medewerkers. Tegelijkertijd wordt veel (belasting) geld verspild aan hobby projecten zonder enig maatschappelijk nut. De financiering moet dus structureler en beter verantwoord.",Niet alleen structureel geld voor onderwijs maar ook voor onderzoek
34,Andrew Ammerlaan,60,1446 tot 1448,Wijzigen,"Om de macht van academische uitgevers tegen te gaan, moet de overheid investeren in “open access”, door middel van digitale infrastructuur en internationale lobby.","Om de macht van academische uitgevers tegen te gaan, moet de overheid investeren in gratis “open access”, door middel van digitale infrastructuur en internationale lobby.","Het grote probleem van veel open access journals is dat de kosten van publicatie verplaatst worden van de lezer naar de schrijver, in andere woorden iemand die open access wilt publiceren draait zelf op voor de misgelopen inkomsten van het journal. De toevoeging van het woord “gratis” is dus belangrijk omdat open access anders iets blijft enkel voor de onderzoekers die dit uit principiële overwegingen per se willen doen en bij een instelling werken die bereid is deze extra kosten te financieren.",Specificeer dat open access gratis dient te zijn
35,Andrew Ammerlaan,70,1674 tot 1676,Wijzigen,"Het aanbod van online diensten, zoals browsers, zoekmachines en social mediaplatforms, moet diverser. Internettoegang moet niet afhankelijk zijn van het verplichtgebruiken van bepaalde diensten.","De verdienmodellen van de tech-giganten leiden structureel tot privacyschendingen, bubbelvorming, internetverslaving en andere ellende. Online diensten, zoals browsers, zoekmachines en social media platforms dienen daarom non-profit te zijn. We ondersteunen bestaande non-profit initiatieven, en helpen deze op te richten wanneer deze nog niet bestaan. Internettoegang moet niet afhankelijk zijn van het verplicht gebruiken van bepaalde diensten.","Google is niet evil omdat het de enige echt goede zoekmachine is, Google is evil omdat ze privé informatie verzamelen en deze gebruiken voor gerichte reclame. De verkoop van deze reclameruimte is hun verdienmodel, en dit verdienmodel is de perverse prikkel om de grenzen van de privacy regels telkens weer op te zoeken. Meta is niet evil omdat ze de social media platforms maken waar mensen graag hun tijd spenderen, Meta is evil omdat hun verdienmodel erop gebaseerd is dat de gebruiker zoveel mogelijk tijd verspilt op hun platforms en dus zo veel mogelijk advertenties ziet. Diversiteit van deze platforms is niet het probleem, de exploitatie van deze platforms is het probleem. Meer concurrerende zoekmachines/browsers/social media platforms die allemaal jouw privé data verkopen is dus niet de oplossing, de oplossing is om de perverse prikkels die ertoe leiden dat je privé-informatie verkocht wordt weg te nemen. Of te wel om dus platforms zonder winst oogmerk te creëren en/of te ondersteunen.",Online diensten non-profit net als fysieke diensten
36,Andrew Ammerlaan,13,140 tot 1300,Wijzigen,"We zorgen dat alle bedrijfstakken een cao hebben, zodat bescherming van werknemers beter geregeld is. Bij cao-onderhandelingen doen alleen vakbonden mee die voldoende onafhankelijk zijn van werkgevers. Het stakingsrecht wordt uitgebreid: werkgevers bepalen niet wanneer je wel of niet mag staken.","We zorgen dat alle bedrijfstakken een cao hebben, zodat bescherming van medewerkers beter geregeld is. Bij cao-onderhandelingen doen alleen vakbonden mee die voldoende onafhankelijk zijn van bedrijfseigenaren. Het stakingsrecht wordt uitgebreid: bedrijfseigenaren bepalen niet wanneer je wel of niet mag staken.<en vervang verder overal het woord “werknemer” met “medewerker”","De begrippen werknemer en werkgever zijn verkeerd. Een ‘werknemer’ geeft werkaan de ‘werkgever’, de ‘werkgever’ neemt het werk van de ‘werknemer’ en gaater vervolgens met de winst vandoor.Dat deze termen de standaard zijn geworden is het gevolg van een toxische neoliberalecultuur waarbij je de ‘werkgever’ oh zo dankbaar moet zijn omdat zonder henhad je immers geen werkplek.Hier moeten we vanaf en dus vervangt dit voorstel de termen werkgever enwerknemer met medewerker en bedrijfseigenaar.De volledige wijziging past niet hier in dit web-formulier, de volledige wijziging is hier te vinden: https://github.com/AndrewAmmerlaan/programma/commit/312be86e7b03e255bfae50e23d762b80686b75d4",Vermeidt kaptiatlistisch taalgebruik werknemer/werkgever.
